price,id,name,room_type,accommodates,zipcode,bedrooms,beds,latitude,longitude,cleaning_fee,bathrooms,review_scores_rating,neighbourhood_cleansed,number_of_reviews,security_deposit,host_listings_count,neighbourhood
59.0,2515,Stay at Chez Chic budget room #1,Private room,3,10026,1.0,2.0,40.79920479936168,-73.95367574543542,60.0,1.0,93.0,Harlem,173,0.0,3.0,Harlem
149.0,2539,Clean & quiet apt home by the park,Private room,4,11218,1.0,3.0,40.64748608166989,-73.97236954007957,25.0,1.0,98.0,Kensington,8,100.0,8.0,Kensington
225.0,2595,Skylit Midtown Castle,Entire home/apt,2,10018,0.0,1.0,40.753620726572464,-73.98377381114605,100.0,1.0,94.0,Midtown,36,350.0,5.0,Midtown
70.0,3330,++ Brooklyn Penthouse Guestroom ++,Private room,2,11206,1.0,1.0,40.70855778333159,-73.94236227640226,125.0,1.0,97.0,Williamsburg,34,150.0,5.0,Williamsburg
185.0,5099,Large Cozy 1 BR Apartment In Midtown East,Entire home/apt,2,10016,1.0,1.0,40.74767176908579,-73.97499733931186,125.0,1.0,87.0,Murray Hill,66,300.0,1.0,Murray Hill
129.0,5172,Quiet Slice of Manhattan,Entire home/apt,2,10016,1.0,1.0,40.74495768021798,-73.9742009976176,90.0,1.0,94.0,Murray Hill,82,200.0,1.0,Murray Hill
120.0,5238,Cute & Cozy Lower East Side 1 bdrm,Entire home/apt,3,10002,1.0,2.0,40.71344378719157,-73.99037467751003,40.0,1.0,93.0,Chinatown,149,0.0,4.0,Chinatown
135.0,5295,Beautiful 1br on Upper West Side,Entire home/apt,2,10025,1.0,1.0,40.803158111055154,-73.9654464539624,60.0,1.0,94.0,Upper West Side,42,450.0,1.0,Upper West Side
145.0,5435,Upper West Side-Unique One Bedroom,Entire home/apt,2,10025,1.0,1.0,40.80155011837293,-73.97000075818522,60.0,1.0,91.0,Upper West Side,26,0.0,2.0,Upper West Side
85.0,6021,Wonderful Guest Bedroom in Manhattan for SINGLES,Private room,1,10025,1.0,1.0,40.79826449437067,-73.96113437012923,80.0,1.0,92.0,Upper West Side,93,200.0,1.0,Upper West Side
175.0,6090,West Village Nest - Superhost,Entire home/apt,1,10014,1.0,1.0,40.73530467739521,-74.00524659134572,100.0,1.0,97.0,West Village,26,500.0,1.0,West Village
65.0,7036,Large Guest Room for Broolyn Condo,Private room,2,11218,1.0,1.0,40.64522258469386,-73.9829297847068,30.0,1.0,100.0,Kensington,4,200.0,3.0,Kensington
150.0,7064,"Bright calm peaceful loft, amazing location, Wburg",Private room,1,11211,1.0,1.0,40.71264260808676,-73.95862442929824,50.0,1.0,97.0,Williamsburg,9,500.0,1.0,Williamsburg
140.0,7322,Chelsea Perfect,Private room,3,10011,1.0,1.0,40.74687317101982,-74.00595199525428,0.0,1.0,96.0,Chelsea,248,0.0,1.0,Chelsea
99.0,7726,Hip Historic Brownstone Apartment with Backyard,Entire home/apt,3,11216,1.0,1.0,40.67591925867425,-73.94693876990418,50.0,1.0,97.0,Crown Heights,12,500.0,1.0,Crown Heights
130.0,8024,CBG CtyBGd HelpsHaiti rm#1:1-4,Private room,4,11217,1.0,2.0,40.68069398297942,-73.97705849663005,10.0,3.0,93.0,Park Slope,117,0.0,5.0,Park Slope
49.0,8225,Stay at Chez Chic budget Room #2,Private room,3,10026,1.0,2.0,40.79903412423927,-73.95406295429153,65.0,1.0,92.0,Harlem,148,0.0,3.0,Harlem
272.0,8343,"Quiet, Spacious 3BR, 1.5 BA EV apt w/yard",Entire home/apt,7,10009,3.0,4.0,40.72480817161134,-73.9805652508546,120.0,1.5,97.0,East Village,13,500.0,3.0,East Village
120.0,8490,"MAISON DES SIRENES1,bohemian apartment",Entire home/apt,5,11216,1.0,4.0,40.68371074899763,-73.94027774242902,90.0,1.0,95.0,Bedford-Stuyvesant,72,300.0,2.0,Bedford-Stuyvesant
60.0,8505,Sunny Bedroom Across Prospect Park,Private room,2,11218,1.0,1.0,40.65609890369585,-73.97394715335831,25.0,1.0,100.0,Windsor Terrace,9,0.0,2.0,Windsor Terrace
44.0,9518,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",Private room,2,10034,1.0,1.0,40.864816759303004,-73.92105541303916,20.0,1.0,83.0,Inwood,99,0.0,1.0,Inwood
50.0,9668,front room/double bed,Private room,2,10031,1.0,1.0,40.822451625690825,-73.95103642780582,50.0,1.0,87.0,Harlem,222,0.0,3.0,Harlem
52.0,9704,Spacious 1 bedroom in luxe building,Private room,2,10027,1.0,1.0,40.81305263415477,-73.95466168199486,50.0,1.5,98.0,Harlem,75,150.0,1.0,Harlem
50.0,9783,back room/bunk beds,Private room,2,10031,1.0,2.0,40.82130179610574,-73.95318340801697,50.0,1.0,88.0,Harlem,252,0.0,3.0,Harlem
88.0,10962,"Lovely room 2 & garden; Best area, Legal rental",Private room,2,11215,1.0,2.0,40.66869253514209,-73.98779831181402,64.0,1.0,94.0,South Slope,156,200.0,3.0,South Slope
35.0,12048,LowerEastSide apt share shortterm 1,Shared room,1,10002,1.0,1.0,40.71400913024212,-73.98917149022176,0.0,1.0,96.0,Lower East Side,204,0.0,4.0,Lower East Side
68.0,12192,ENJOY Downtown NYC!,Private room,2,10009,1.0,1.0,40.722901227616475,-73.9819903872558,30.0,1.0,87.0,East Village,229,100.0,2.0,East Village
120.0,12299,Beautiful Sunny Park Slope Brooklyn,Entire home/apt,2,11215,1.0,1.0,40.66277874790975,-73.97966003099255,100.0,1.0,97.0,South Slope,7,500.0,1.0,South Slope
150.0,12627,Entire apartment in central Brooklyn neighborhood.,Entire home/apt,2,11225,1.0,1.0,40.65943533447946,-73.96238026405102,100.0,1.0,96.0,Prospect-Lefferts Gardens,6,500.0,1.0,Prospect-Lefferts Gardens
110.0,12940,Charming Brownstone 3 - Near PRATT,Entire home/apt,2,11238,1.0,1.0,40.681112241394885,-73.95591103683243,90.0,1.0,85.0,Bedford-Stuyvesant,52,500.0,6.0,Bedford-Stuyvesant
115.0,13050,bright and stylish duplex,Entire home/apt,5,11221,2.0,2.0,40.6855422591363,-73.94090222739212,85.0,1.0,94.0,Bedford-Stuyvesant,11,150.0,1.0,Bedford-Stuyvesant
70.0,13076,SPACIOUS SUNNY ROOM,Private room,1,11238,0.0,1.0,40.67504513138148,-73.96436638745007,100.0,1.0,90.0,Prospect Heights,12,200.0,2.0,Prospect Heights
68.0,13121,(E) RIGHT ON BUDGET,Private room,4,11434,1.0,2.0,40.67116992171484,-73.7657642820383,25.0,1.0,83.0,Jamaica,65,150.0,7.0,Jamaica
80.0,13394,Fort Greene brownstone ,Private room,2,11205,1.0,1.0,40.691424488290075,-73.97375764368728,50.0,1.0,94.0,Fort Greene,123,300.0,2.0,Fort Greene
225.0,14290,* ORIGINAL BROOKLYN LOFT *,Entire home/apt,2,11206,2.0,2.0,40.704201943340934,-73.93559681582632,128.0,1.0,94.0,Williamsburg,71,350.0,4.0,Williamsburg
144.0,14314,Greenpoint Place...Has It All! ,Entire home/apt,4,11222,1.0,2.0,40.735060823033706,-73.95392338061228,0.0,1.0,96.0,Greenpoint,131,250.0,2.0,Greenpoint
140.0,14377,Williamsburg 1 bedroom Apartment,Entire home/apt,2,11211,1.0,1.0,40.70880818684364,-73.95930151344403,50.0,1.0,97.0,Williamsburg,99,500.0,1.0,Williamsburg
145.0,14694,Large bedrm kitchen lounge  garden Victorian House,Private room,2,11230,1.0,1.0,40.63553128039271,-73.95986754757979,70.0,2.0,100.0,Flatbush,6,400.0,3.0,Flatbush
135.0,14708,"Brooklyn, Ditmas Park, The Roost",Private room,2,11230,1.0,1.0,40.63470761598411,-73.96077734787997,70.0,2.0,98.0,Flatbush,9,400.0,3.0,Flatbush
100.0,14991,"Great Location, Manhattan Bedroom!",Private room,1,10002,1.0,1.0,40.720035299893325,-73.99104095326338,0.0,1.0,98.0,Lower East Side,16,0.0,1.0,Lower East Side
185.0,15230,Charming 2 Bedroom Yard Access,Entire home/apt,4,11221,2.0,3.0,40.68661582660082,-73.93275249881664,120.0,1.0,88.0,Bedford-Stuyvesant,9,300.0,7.0,Bedford-Stuyvesant
180.0,15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,Entire home/apt,2,10002,1.0,2.0,40.722098499790604,-73.99775031496412,185.0,1.0,92.0,SoHo,18,500.0,2.0,SoHo
85.0,15385,"Very, very cozy place",Private room,1,11249,1.0,1.0,40.711850710711886,-73.96204001812195,100.0,1.0,97.0,Williamsburg,32,0.0,1.0,Williamsburg
69.0,15491,Sleep by Night at CozySuite Chambre,Private room,2,11221,1.0,2.0,40.686846220407865,-73.93244782530778,95.0,1.0,90.0,Bedford-Stuyvesant,5,200.0,7.0,Bedford-Stuyvesant
59.0,15493,Stay at the CozySuite Fortress,Private room,2,11221,1.0,1.0,40.685238014933226,-73.9314338260045,95.0,0.0,81.0,Bedford-Stuyvesant,24,200.0,7.0,Bedford-Stuyvesant
89.0,15729,Village Green,Private room,4,11231,1.0,1.0,40.67694747831807,-74.01120866313687,60.0,1.0,79.0,Red Hook,22,300.0,3.0,Red Hook
200.0,16326,Comfortable 4-bedroom apt in family house.,Entire home/apt,8,11238,4.0,4.0,40.678105461435976,-73.9642844249074,140.0,2.0,99.0,Prospect Heights,138,500.0,2.0,Prospect Heights
80.0,16580,"Sunny, Modern room in East Village!",Private room,2,10009,1.0,1.0,40.72648794825359,-73.97903515407233,65.0,1.0,95.0,East Village,274,100.0,2.0,East Village
79.0,16821,Large Room in Amazing East Village Apt,Private room,1,10009,1.0,1.0,40.722982470069844,-73.9847363267221,50.0,1.0,93.0,East Village,88,0.0,3.0,East Village
225.0,16974,SpaHa Loft: Enormous and Bright,Entire home/apt,8,10035,4.0,6.0,40.80164249642196,-73.93922139409575,150.0,2.0,96.0,East Harlem,161,500.0,1.0,East Harlem
59.0,16990,Sleep at the CozySuite Pinacle,Private room,2,11221,1.0,2.0,40.68493229454699,-73.9316610388113,95.0,1.0,90.0,Bedford-Stuyvesant,5,200.0,7.0,Bedford-Stuyvesant
69.0,17240,Stay at the CozySuite Citadelle,Private room,2,11221,1.0,2.0,40.6851121109519,-73.93239571127692,105.0,1.0,79.0,Bedford-Stuyvesant,21,200.0,7.0,Bedford-Stuyvesant
180.0,17297,Modern Brownstone living1,Entire home/apt,12,11233,3.0,6.0,40.68134004994295,-73.93636742120849,80.0,1.0,80.0,Bedford-Stuyvesant,53,200.0,3.0,Bedford-Stuyvesant
180.0,17298,Modern Brownstone living3,Entire home/apt,6,11233,3.0,5.0,40.68290560538664,-73.93663815279464,80.0,1.0,86.0,Bedford-Stuyvesant,34,200.0,3.0,Bedford-Stuyvesant
180.0,17299,Modern Brownstone living4,Entire home/apt,8,11233,3.0,5.0,40.682759729881404,-73.93502572625734,80.0,1.0,82.0,Bedford-Stuyvesant,37,200.0,3.0,Bedford-Stuyvesant
65.0,17693,"HARLEM, NEW YORK WELCOMES YOU!!",Private room,2,10032,1.0,1.0,40.831385775789016,-73.94095376283218,40.0,1.0,98.0,Washington Heights,32,150.0,2.0,Washington Heights
105.0,17747,BLUE TRIM GUEST HOUSE,Private room,2,11238,1.0,1.0,40.68346274904446,-73.9637353238205,37.0,1.0,98.0,Clinton Hill,86,0.0,1.0,Clinton Hill
190.0,18127,Charming East Village One Bedroom Flat,Entire home/apt,2,10003,1.0,1.0,40.72828036457991,-73.98801162083384,100.0,1.0,96.0,East Village,19,500.0,1.0,East Village
95.0,18590,Fort Greene Retreat on the Park,Private room,2,11205,1.0,1.0,40.69320443706881,-73.9726727811357,85.0,2.5,97.0,Fort Greene,131,0.0,5.0,Fort Greene
145.0,18764,Cozy 2 BR in Williamsburg ,Private room,4,11211,2.0,2.0,40.71153983916477,-73.96111965451695,79.0,1.0,89.0,Williamsburg,57,0.0,4.0,Williamsburg
120.0,19159,Spacious luminous apt Upper West NYC,Entire home/apt,4,10031,2.0,2.0,40.82915232350532,-73.9513608585018,100.0,1.0,94.0,Harlem,52,300.0,1.0,Harlem
285.0,19169,Entire 2 Bedroom - Large & Sunny,Entire home/apt,4,10002,2.0,3.0,40.71851207376542,-73.98892346023239,100.0,1.0,87.0,Lower East Side,66,500.0,2.0,Lower East Side
100.0,19282,"Sunny, Spacious Top Floor Haven",Entire home/apt,4,11226,1.0,3.0,40.65401060550421,-73.9632268547103,100.0,2.0,93.0,Flatbush,12,100.0,1.0,Flatbush
92.0,19319,Private room Long Term Rental,Private room,1,10002,1.0,2.0,40.71140158286072,-73.98793536340659,50.0,1.0,98.0,Lower East Side,92,300.0,1.0,Lower East Side
85.0,20611,Cozy Bedroom in Williamsburg 3 BR,Private room,2,11211,1.0,1.0,40.71155755141047,-73.96217804043016,35.0,1.0,94.0,Williamsburg,155,0.0,4.0,Williamsburg
131.0,20734,Spacious Prospect Heights Apartment,Entire home/apt,4,11217,1.0,2.0,40.68233275438249,-73.9726101475189,80.0,1.0,99.0,Prospect Heights,135,250.0,1.0,Prospect Heights
98.0,20755,"Large Parlor Room, Landmark Home 1 block to PRATT",Private room,3,11238,1.0,2.0,40.68634255283465,-73.96599634891996,75.0,1.0,85.0,Clinton Hill,13,300.0,8.0,Clinton Hill
250.0,20853,2-bed brownstone duplex + garden,Entire home/apt,4,11217,2.0,2.0,40.6803505490096,-73.97162151058626,250.0,2.5,99.0,Prospect Heights,17,500.0,2.0,Prospect Heights
94.0,21794,COZY QUIET room 4 DOOGLERS!,Private room,2,10014,1.0,1.0,40.74008464146504,-74.00270637981387,50.0,1.0,99.0,Chelsea,25,250.0,2.0,Chelsea
175.0,22673,NYC - CHELSEA - 1 BEDROOM / SAFE + COOL / CENTRAL,Entire home/apt,3,10011,1.0,2.0,40.7457314271805,-73.99564313753366,80.0,1.0,97.0,Chelsea,16,500.0,1.0,Chelsea
175.0,23135,House On Henry (3rd FLR Suite),Entire home/apt,4,11231,2.0,2.0,40.67967331867533,-74.00153538997306,65.0,1.0,93.0,Carroll Gardens,213,0.0,3.0,Carroll Gardens
240.0,23545,Because Nice Matters-Upper Upper West Side 2bd/2ba,Entire home/apt,7,10031,2.0,5.0,40.82747608047686,-73.95068916868414,0.0,2.0,95.0,Harlem,207,250.0,1.0,Harlem
400.0,23686,Private 3br 2bath West Village townhouse,Entire home/apt,5,10014,3.0,3.0,40.730963366416134,-74.00319303967215,200.0,2.0,89.0,West Village,39,700.0,2.0,West Village
101.0,24143,"Williamsburg Oasis—Steps To Subway, Total Privacy",Private room,2,11206,1.0,1.0,40.713318359663155,-73.94177265730094,90.0,2.0,95.0,Williamsburg,309,300.0,5.0,Williamsburg
150.0,24261,Beautiful 2 bedroom Apartment,Entire home/apt,3,11215,2.0,2.0,40.670532520256856,-73.98278934570985,100.0,1.0,96.0,Park Slope,29,300.0,5.0,Park Slope
100.0,24266,Beautiful Studio Apartment,Private room,3,11215,1.0,2.0,40.67040794151541,-73.9823295580284,50.0,1.0,97.0,Park Slope,40,200.0,5.0,Park Slope
200.0,24269,Beautiful 3 Bedroom Apartment,Entire home/apt,6,11215,3.0,4.0,40.67220707830123,-73.98056405605134,125.0,2.0,94.0,Park Slope,53,300.0,5.0,Park Slope
100.0,24281,Beautiful Studio Apartment 2,Private room,3,11215,1.0,2.0,40.67100065945536,-73.98365398917453,50.0,1.0,95.0,Park Slope,68,200.0,5.0,Park Slope
250.0,24285,Beautiful Duplex Apartment,Entire home/apt,9,11215,4.0,6.0,40.669407979801925,-73.98109085455073,150.0,3.0,96.0,Park Slope,84,500.0,5.0,Park Slope
139.0,25406,"Modern Brooklyn Apt., 3-4 MO. SUBLET (flex. dates)",Entire home/apt,4,11211,1.0,2.0,40.714591391540104,-73.94844313020789,100.0,1.0,92.0,Williamsburg,29,500.0,1.0,Williamsburg
100.0,25696,"1,800 sq foot in luxury building",Private room,2,10027,1.0,1.0,40.809198244515954,-73.94420996399346,40.0,1.0,95.0,Harlem,160,100.0,1.0,Harlem
200.0,26012,Sunny 2-story Brooklyn townhouse w deck and garden,Entire home/apt,6,11217,3.0,3.0,40.68156862933999,-73.98988824500441,100.0,2.0,98.0,Gowanus,19,300.0,1.0,Gowanus
125.0,26520,"Large Cozy Room #3, Landmark Home 1 Block to PRATT",Private room,3,11238,1.0,2.0,40.68698085198674,-73.96571807339976,75.0,1.0,94.0,Clinton Hill,15,200.0,8.0,Clinton Hill
200.0,26540,Studio Apartment/Work Space in East Village,Entire home/apt,2,10003,1.0,1.0,40.726444049063616,-73.98603003561458,125.0,1.0,98.0,East Village,16,300.0,3.0,East Village
140.0,26559,Beautiful Apartment East Village,Entire home/apt,1,10009,1.0,1.0,40.72880079483676,-73.98192348714144,70.0,1.0,97.0,East Village,12,0.0,1.0,East Village
135.0,26785,Park Slope Green Guest House,Entire home/apt,3,11215,1.0,1.0,40.66853475288704,-73.98911600685754,0.0,1.0,98.0,South Slope,451,0.0,2.0,South Slope
250.0,26969,2 story family home in Williamsburg,Entire home/apt,6,11249,3.0,4.0,40.71941732135791,-73.95747863605786,125.0,1.5,96.0,Williamsburg,297,0.0,1.0,Williamsburg
235.0,27006,Comfortable UWS 2-BD Family-Friendly Brownstone,Entire home/apt,4,10023,2.0,3.0,40.778227022326924,-73.97636774433677,120.0,1.5,91.0,Upper West Side,25,500.0,1.0,Upper West Side
150.0,27024,"Priv Apt,Garden,BBQ,A/C,BigTV,for 4",Entire home/apt,4,10001,1.0,3.0,40.74968145921388,-74.00052222627559,45.0,1.0,89.0,Chelsea,389,0.0,1.0,Chelsea
99.0,27531,Eveland Private Bed & Living Room w/ Own Entrance,Private room,4,11215,1.0,2.0,40.668310655877434,-73.98604115406287,50.0,2.0,98.0,South Slope,334,100.0,2.0,South Slope
400.0,27659,3 Story Town House in Park Slope,Entire home/apt,9,11215,4.0,6.0,40.66498777417858,-73.97924895230244,120.0,2.5,94.0,South Slope,15,500.0,2.0,South Slope
150.0,28907,Garden studio in the Upper East Sid,Entire home/apt,4,10128,1.0,2.0,40.778004966917464,-73.94821548668291,75.0,1.0,99.0,Upper East Side,21,500.0,1.0,Upper East Side
85.0,29012,Big Room in Beautiful Huge Apt,Private room,2,10040,1.0,1.0,40.85879140696749,-73.93128477092479,70.0,1.0,94.0,Washington Heights,36,250.0,7.0,Washington Heights
185.0,29414,Modern & Quiet Studio Downtown Manhattan!,Entire home/apt,1,10003,0.0,1.0,40.72466660446968,-73.98714459834825,85.0,1.0,93.0,East Village,107,300.0,1.0,East Village
98.0,29455,ACCOMMODATIONS GALORE #1,Entire home/apt,4,10027,1.0,3.0,40.81617573949678,-73.94894195039329,85.0,1.0,93.0,Harlem,132,150.0,3.0,Harlem
130.0,31130,Most Central Location!,Private room,2,10019,1.0,1.0,40.76754075202741,-73.98398729819304,100.0,1.0,98.0,Hell's Kitchen,33,0.0,3.0,Hell's Kitchen
76.0,31994,Room with En Suite Bathroom & Deck,Private room,2,11238,1.0,1.0,40.687304592304,-73.96339890373561,25.0,1.0,89.0,Clinton Hill,396,0.0,3.0,Clinton Hill
125.0,32023,FLAT MACDONOUGH,Entire home/apt,4,11233,2.0,2.0,40.68295677256781,-73.9366195615412,0.0,1.0,92.0,Bedford-Stuyvesant,192,400.0,2.0,Bedford-Stuyvesant
135.0,32037,Huge Private  Floor at The Waverly,Private room,3,11238,1.0,2.0,40.68630021383355,-73.96764761961074,85.0,1.5,96.0,Clinton Hill,71,250.0,3.0,Clinton Hill
275.0,32100,"Modern Greenpoint, Brooklyn Apt",Entire home/apt,5,11222,3.0,3.0,40.73408707398753,-73.9534799503158,120.0,1.0,100.0,Greenpoint,3,0.0,3.0,Greenpoint
115.0,32965,FLAT MACDONOUGH GARDEN,Entire home/apt,6,11233,1.0,5.0,40.68281304045724,-73.93524181855119,0.0,1.0,91.0,Bedford-Stuyvesant,103,400.0,2.0,Bedford-Stuyvesant
160.0,32969,Light filled Williamsburg Apartment,Entire home/apt,2,11211,1.0,1.0,40.715958407535794,-73.93938144966924,50.0,1.0,100.0,Williamsburg,7,0.0,1.0,Williamsburg
195.0,33009,Retreat in Williamsburg,Entire home/apt,2,11211,1.0,1.0,40.71491955945908,-73.95935138006203,50.0,1.0,99.0,Williamsburg,211,300.0,1.0,Williamsburg
169.0,33156,"Sunny, clean Zen Studio pr.Bath UWS",Private room,2,10024,1.0,1.0,40.788485285125354,-73.96882645372341,120.0,1.0,100.0,Upper West Side,19,100.0,8.0,Upper West Side
80.0,33223,Cozy BR in Wiliamsburg 3 Bedroom,Private room,2,11211,1.0,1.0,40.71165248935856,-73.96086949463016,30.0,1.0,93.0,Williamsburg,182,0.0,4.0,Williamsburg
44.0,34760,"Sunny Room in Townhouse, Historic Brooklyn",Private room,2,11205,1.0,1.0,40.691010966927905,-73.97311570050206,60.0,2.0,100.0,Fort Greene,16,150.0,4.0,Fort Greene
125.0,36133,Classic Artist Loft Williamsburg,Private room,2,11211,1.0,1.0,40.715355856262406,-73.9605680824055,70.0,1.0,94.0,Williamsburg,146,300.0,1.0,Williamsburg
115.0,36442,Great location. Spacious on PROSPECT PARK,Entire home/apt,4,11238,2.0,4.0,40.67410379070842,-73.96595470823863,150.0,1.0,70.0,Prospect Heights,4,400.0,1.0,Prospect Heights
69.0,36647,Private Bdrm/Bathrm. New! Elevator!,Private room,2,10029,1.0,1.0,40.79295103763234,-73.93997339882172,8.0,1.0,95.0,East Harlem,34,200.0,1.0,East Harlem
125.0,36934,Great location in Williamsburg,Entire home/apt,2,11211,1.0,1.0,40.713632306732954,-73.96397962321771,80.0,1.0,88.0,Williamsburg,26,125.0,1.0,Williamsburg
162.0,37197,BRIGHT EAST VILLAGE APT IN TRENDY AREA,Entire home/apt,4,10009,2.0,3.0,40.72124804451993,-73.98176637556114,100.0,1.0,90.0,East Village,58,500.0,1.0,East Village
219.0,38638,Light and Airy Upper East Side 1 BDR apartment,Entire home/apt,2,10028,1.0,2.0,40.77711073844867,-73.95270458111428,95.0,1.0,95.0,Upper East Side,112,250.0,2.0,Upper East Side
475.0,38663,Luxury Brownstone in Boerum Hill,Entire home/apt,13,11217,5.0,6.0,40.68558966466332,-73.98093534091848,200.0,2.5,93.0,Boerum Hill,21,750.0,1.0,Boerum Hill
60.0,38780,Great room to stay ,Private room,4,10040,1.0,1.0,40.854619069092045,-73.93170896476995,37.0,1.0,90.0,Washington Heights,52,100.0,1.0,Washington Heights
99.0,39267,CENTRAL PARK LOFT all for YOU,Entire home/apt,4,10028,1.0,1.0,40.77456230759734,-73.95323162491285,60.0,1.0,83.0,Upper East Side,206,100.0,2.0,Upper East Side
79.0,39593,"A room w/ a Manhattan view, longer stay",Private room,1,11104,1.0,1.0,40.74559357937081,-73.92312754016382,75.0,1.0,98.0,Sunnyside,27,200.0,1.0,Sunnyside
139.0,39704,"Private, Large & Sunny 1BR w/W&D",Entire home/apt,4,11216,1.0,1.0,40.683060947946245,-73.94658580197115,125.0,1.0,94.0,Bedford-Stuyvesant,275,0.0,2.0,Bedford-Stuyvesant
75.0,40884,UES Beautiful Home White Room,Private room,1,10029,1.0,2.0,40.78465678591103,-73.95202502348405,0.0,1.0,95.0,Upper East Side,44,250.0,4.0,Upper East Side
250.0,41348,* Spacious GARDEN Park Slope Duplex* 6 people max,Entire home/apt,6,11215,2.0,3.0,40.66857597980875,-73.9908275745977,165.0,1.5,93.0,Gowanus,65,800.0,1.0,Gowanus
110.0,41386,"Apt.in landmark Brownstone, Harlem",Entire home/apt,2,10031,1.0,1.0,40.82890592797374,-73.94330905096041,231.0,1.0,93.0,Harlem,21,435.0,1.0,Harlem
70.0,42580,Parlor Room In Victorian Townhouse,Private room,3,11238,1.0,1.0,40.688430733530346,-73.96408300011086,25.0,1.0,90.0,Clinton Hill,262,0.0,3.0,Clinton Hill
45.0,44096,Room with a View,Private room,1,10452,1.0,1.0,40.83231582178769,-73.93183520859249,0.0,1.0,97.0,Highbridge,148,0.0,3.0,Highbridge
165.0,44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Entire home/apt,5,10027,2.0,3.0,40.81525637892573,-73.9479087416032,80.0,1.0,92.0,Harlem,63,150.0,3.0,Harlem
150.0,45393,Greenwich Village Stylish Apartment,Entire home/apt,2,10014,1.0,1.0,40.7342316557986,-74.00460093531113,60.0,1.0,97.0,West Village,38,400.0,1.0,West Village
65.0,45556,"Fort Greene, Brooklyn: Middle Bedroom",Private room,2,11217,1.0,1.0,40.68863465915564,-73.97691139934959,35.0,1.0,98.0,Fort Greene,162,800.0,3.0,Fort Greene
370.0,45910,Beautiful Queens Brownstone! - 5BR,Entire home/apt,16,11385,5.0,10.0,40.70381841834279,-73.89796857525728,180.0,2.5,88.0,Ridgewood,9,200.0,5.0,Ridgewood
99.0,45936,Couldn't Be Closer To Columbia Uni,Private room,2,10025,1.0,1.0,40.80549332183545,-73.95923692841976,50.0,1.0,93.0,Morningside Heights,115,100.0,2.0,Morningside Heights
105.0,45940,Bright Spacious Condo,Private room,1,11211,1.0,1.0,40.71626842420742,-73.95869792702902,80.0,1.0,98.0,Williamsburg,26,0.0,1.0,Williamsburg
150.0,46544,Park Slope haven 15 mins from Soho,Entire home/apt,2,11217,1.0,1.0,40.67993878273917,-73.97862874428371,50.0,1.0,93.0,Park Slope,48,150.0,1.0,Park Slope
120.0,46911,Large Room in private Brownstone in Park Slope,Private room,2,11217,1.0,1.0,40.67868250797853,-73.97307095395026,30.0,1.0,94.0,Prospect Heights,45,0.0,3.0,Prospect Heights
85.0,47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Private room,1,10021,1.0,1.0,40.768341994313815,-73.9533368126394,10.0,1.0,96.0,Upper East Side,172,100.0,1.0,Upper East Side
299.0,48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Entire home/apt,2,10002,1.0,1.0,40.71882423125286,-73.98851523672184,150.0,1.0,96.0,Lower East Side,90,299.0,2.0,Lower East Side
95.0,49715,Beautiful Room in Central Harlem,Private room,2,10026,1.0,1.0,40.80582058285149,-73.95340280602835,75.0,1.0,96.0,Harlem,118,200.0,1.0,Harlem
160.0,50174,"Spacious, Spotless 1Bd- BK Heights!",Entire home/apt,2,11201,1.0,1.0,40.69248609293733,-73.99805297297758,75.0,1.0,98.0,Brooklyn Heights,195,0.0,1.0,Brooklyn Heights
135.0,50447,Lovely Apt & Garden; Legal; Best Area; Amenities,Entire home/apt,3,11215,1.0,2.0,40.669296924783936,-73.98803783062053,73.0,1.0,97.0,South Slope,132,200.0,3.0,South Slope
83.0,51485,Lower East Side $60~/night,Private room,2,10002,1.0,1.0,40.72319439235208,-73.992006936422,0.0,1.0,86.0,Lower East Side,251,200.0,1.0,Lower East Side
190.0,51533,Spacious Williamsburg BK 1br Apt ,Entire home/apt,2,11211,1.0,1.0,40.71114340950544,-73.95269668971056,150.0,1.0,90.0,Williamsburg,2,250.0,1.0,Williamsburg
123.0,51572,Prime Location in Manhattan,Private room,2,10001,1.0,1.0,40.748590396772215,-73.99670871016936,39.0,1.0,92.0,Chelsea,352,150.0,2.0,Chelsea
55.0,51850,( F) Excellent/Pvt Rm,Private room,2,11434,1.0,1.0,40.67252424435653,-73.76597374696837,15.0,1.0,89.0,Jamaica,50,150.0,7.0,Jamaica
58.0,51852,(G) PERFECT SPACE,Private room,2,11434,1.0,1.0,40.672210686477314,-73.76577165864721,15.0,1.0,92.0,Jamaica,62,150.0,7.0,Jamaica
165.0,53470,Clean and convenient 2BR apartment,Entire home/apt,7,11385,2.0,1.0,40.70234300163165,-73.89815565478267,100.0,1.0,80.0,Ridgewood,6,200.0,5.0,Ridgewood
265.0,53477,Nice Queens townhouse with parking,Entire home/apt,12,11379,4.0,6.0,40.71546329912864,-73.87853842499575,150.0,2.0,93.0,Middle Village,13,500.0,5.0,Middle Village
